"","time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","coords"
"364","2016-07-28T16:42:24Z",51.821744,5.838678,"77.131.506","12.000.000","210.091.461",1.16962,8,"gps","51.821744:5.838678"
"365","2016-07-28T16:42:36Z",51.821599,5.83853,"71.855.264","24.000.000","202.919.220",1.192626,0,"gps","51.821599:5.83853"
"366","2016-07-28T16:42:46Z",51.821429,5.838471,"68.766.563","16.000.000","195.949.371",1.336541,11,"gps","51.821429:5.838471"
"367","2016-07-28T16:42:59Z",51.821252,5.838469,"66.397.999","24.000.000","197.252.182",1.381952,11,"gps","51.821252:5.838469"
"368","2016-07-28T16:43:20Z",51.821008,5.838393,"61.955.274","32.000.000","183.194.611",1.332803,8,"gps","51.821008:5.838393"
"369","2016-07-28T16:43:31Z",51.820892,5.838467,"59.091.842","24.000.000","170.456.192",1.319582,11,"gps","51.820892:5.838467"
"370","2016-07-28T16:43:49Z",51.8207,5.838577,"59.217.370","12.000.000","166.442.139",1.314573,8,"gps","51.8207:5.838577"
"371","2016-07-28T16:44:06Z",51.820466,5.838526,"60.326.339","16.000.000","233.360.931",1.112499,8,"gps","51.820466:5.838526"
"372","2016-07-28T16:44:17Z",51.820255,5.838419,"60.477.236","8.000.000","184.637.741",1.230679,11,"gps","51.820255:5.838419"
"373","2016-07-28T16:44:29Z",51.820116,5.838321,"64.460.755","16.000.000","192.842.682",1.439362,11,"gps","51.820116:5.838321"
"374","2016-07-28T16:44:42Z",51.819859,5.838433,"77.863.218","16.000.000","292.564.362",1.046198,0,"gps","51.819859:5.838433"
"375","2016-07-28T16:44:53Z",51.819926,5.838104,"58.587.965","32.000.000","154.528.152",0.204832,6,"gps","51.819926:5.838104"
"376","2016-07-28T16:45:07Z",51.819661,5.838262,"42.047.998","24.000.000","185.808.899",1.32599,0,"gps","51.819661:5.838262"
"377","2016-07-28T16:45:18Z",51.819647,5.838422,"67.569.778","32.000.000","129.903.824",0.254456,9,"gps","51.819647:5.838422"
"378","2016-07-28T16:45:29Z",51.81948,5.838414,"83.022.138","24.000.000","183.549.377",0.764483,10,"gps","51.81948:5.838414"
"379","2016-07-28T16:45:45Z",51.819233,5.838518,"84.936.736","24.000.000","150.329.819",1.250331,10,"gps","51.819233:5.838518"
"380","2016-07-28T16:46:02Z",51.818969,5.838669,"88.506.615","16.000.000","158.787.704",1.504803,9,"gps","51.818969:5.838669"
"381","2016-07-28T16:46:20Z",51.818661,5.83874,"89.094.925","24.000.000","171.976.120",1.085868,9,"gps","51.818661:5.83874"
"382","2016-07-28T16:46:31Z",51.818583,5.838804,"88.450.042","32.000.000","167.680.374",0.512428,9,"gps","51.818583:5.838804"
"383","2016-07-28T16:46:48Z",51.818229,5.83897,"83.187.386","16.000.000","163.469.421",1.510917,10,"gps","51.818229:5.83897"
"384","2016-07-28T16:47:06Z",51.81802,5.839096,"76.406.067","12.000.000","141.859.619",1.629536,10,"gps","51.81802:5.839096"
"385","2016-07-28T16:47:43Z",51.817836,5.839703,"111.545.059","32.000.000","142.080.246",2.079441,8,"gps","51.817836:5.839703"
"386","2016-07-28T16:47:54Z",51.817557,5.839717,"101.925.446","12.000.000","0",0,8,"gps","51.817557:5.839717"
"387","2016-07-28T16:48:46Z",51.817225,5.839938,"139.435.211","24.000.000","344.553.558",0.594896,0,"gps","51.817225:5.839938"
"388","2016-07-28T16:48:57Z",51.817295,5.839846,"89.239.985","8.000.000","0",0,10,"gps","51.817295:5.839846"
"389","2016-07-28T16:49:31Z",51.817333,5.839727,"173.996.916","32.000.000","30.044.872",3.589468,5,"gps","51.817333:5.839727"
"390","2016-07-28T16:50:00Z",51.817194,5.840237,"104.971.034","32.000.000","0",0,6,"gps","51.817194:5.840237"
"391","2016-07-28T16:50:10Z",51.816911,5.840671,"71.409.044","12.000.000","0",0,9,"gps","51.816911:5.840671"
"392","2016-07-28T16:51:16Z",51.816653,5.840744,"80.254.331","24.000.000","0",0.760602,10,"gps","51.816653:5.840744"
"393","2016-07-28T16:51:28Z",51.816086,5.840729,"74.118.722","24.000.000","239.322.845",1.817297,10,"gps","51.816086:5.840729"
"394","2016-07-28T16:51:39Z",51.816246,5.840489,"71.715.956","16.000.000","253.042.648",1.473522,10,"gps","51.816246:5.840489"
"395","2016-07-28T16:51:54Z",51.816174,5.840234,"60.159.572","24.000.000","220.268.173",1.354661,10,"gps","51.816174:5.840234"
"396","2016-07-28T16:52:05Z",51.816069,5.840079,"53.756.186","24.000.000","219.215.317",1.473299,9,"gps","51.816069:5.840079"
"397","2016-07-28T16:52:21Z",51.815967,5.839895,"54.943.909","12.000.000","223.864.456",1.366716,9,"gps","51.815967:5.839895"
"398","2016-07-28T16:52:31Z",51.815859,5.839746,"54.900.789","16.000.000","221.506.226",1.459026,8,"gps","51.815859:5.839746"
"399","2016-07-28T16:52:47Z",51.815672,5.839505,"54.368.489","16.000.000","219.413.376",1.576498,10,"gps","51.815672:5.839505"
"400","2016-07-28T16:53:04Z",51.815519,5.839206,"55.188.853","16.000.000","231.192.734",1.610702,10,"gps","51.815519:5.839206"
"401","2016-07-28T16:53:25Z",51.815152,5.838972,"72.763.365","16.000.000","220.464.493",1.586682,9,"gps","51.815152:5.838972"
"402","2016-07-28T16:53:36Z",51.815151,5.838817,"79.303.949","24.000.000","219.299.820",1.407261,9,"gps","51.815151:5.838817"
"403","2016-07-28T16:53:47Z",51.81509,5.838616,"71.239.165","24.000.000","235.876.724",1.397223,10,"gps","51.81509:5.838616"
"404","2016-07-28T16:53:58Z",51.814999,5.838368,"67.844.305","24.000.000","232.182.480",1.461107,9,"gps","51.814999:5.838368"
